Chrom,Start,End,miRNA Name,Circ Name,Strand,Seed Category,ID,Software Matched,Validated,AGO
chr1,10404231,10404371,hsa-miR-4785,hsa_DE_SD_2,+,No Seed,INT_RH_8289,1,No,No
chr1,10404172,10404312,hsa-miR-1245b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8290,1,No,Yes
chr1,10404179,10404320,hsa-miR-1245b-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8291,1,No,No
chr1,10404168,10404309,hsa-miR-2467-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8293,1,No,Yes
chr1,10404229,10404370,hsa-miR-4786-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8294,1,No,No
chr1,10404167,10404308,hsa-miR-4786-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8295,1,No,Yes
chr1,10404225,10404366,hsa-miR-4787-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8296,1,No,No
chr1,10404198,10404341,hsa-miR-4787-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8297,1,No,No
chr1,10404167,10404308,hsa-miR-4788,hsa_DE_SD_2,+,No Seed,INT_RH_8298,1,No,Yes
chr1,10404249,10404390,hsa-miR-4789-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8299,1,No,No
chr1,10404205,10404344,hsa-miR-4790-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8301,1,No,No
chr1,10404240,10404381,hsa-miR-4790-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8302,1,No,No
chr1,10404245,10404382,hsa-miR-4791,hsa_DE_SD_2,+,No Seed,INT_RH_8303,1,No,No
chr1,10404174,10404317,hsa-miR-4793-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8304,1,No,No
chr1,10404231,10404373,hsa-miR-4793-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8305,1,No,No
chr1,10404213,10404354,hsa-miR-4794,hsa_DE_SD_2,+,No Seed,INT_RH_8306,1,No,No
chr1,10404235,10404375,hsa-miR-4795-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8307,1,No,No
chr1,10404256,10404397,hsa-miR-4795-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8308,1,No,No
chr1,10404199,10404340,hsa-miR-4796-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8309,1,No,No
chr1,10404249,10404390,hsa-miR-4796-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8310,1,No,No
chr1,10404235,10404375,hsa-miR-4797-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8311,1,No,No
chr1,10404240,10404381,hsa-miR-4799-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8315,1,No,No
chr1,10404163,10404303,hsa-miR-4800-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8317,1,No,Yes
chr1,10404218,10404356,hsa-miR-4800-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8318,1,No,No
chr1,10404180,10404321,hsa-miR-4801,hsa_DE_SD_2,+,No Seed,INT_RH_8319,1,No,No
chr1,10404215,10404356,hsa-miR-4802-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8320,1,No,No
chr1,10404226,10404368,hsa-miR-4802-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8321,1,No,No
chr1,10404166,10404306,hsa-miR-4804-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8323,1,No,Yes
chr1,10404229,10404369,hsa-miR-4804-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8324,1,No,No
chr1,10404197,10404336,hsa-miR-4999-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8326,1,No,No
chr1,10404207,10404348,hsa-miR-5000-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8328,1,No,No
chr1,10404205,10404348,hsa-miR-5001-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8329,1,No,No
chr1,10404201,10404342,hsa-miR-5001-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8330,1,No,No
chr1,10404164,10404307,hsa-miR-5002-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8331,1,No,Yes
chr1,10404217,10404357,hsa-miR-5002-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8332,1,No,No
chr1,10404169,10404311,hsa-miR-5003-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8333,1,No,Yes
chr1,10404243,10404383,hsa-miR-5003-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8334,1,No,No
chr1,10404161,10404302,hsa-miR-5004-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8335,1,No,Yes
chr1,10404229,10404370,hsa-miR-5004-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8336,1,No,No
chr1,10404206,10404347,hsa-miR-548ao-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8337,1,No,No
chr1,10404206,10404347,hsa-miR-548ao-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8338,1,No,No
chr1,10404168,10404308,hsa-miR-5006-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8339,1,No,Yes
chr1,10404230,10404371,hsa-miR-5007-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8341,1,No,No
chr1,10404208,10404349,hsa-miR-5007-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8342,1,No,No
chr1,10404170,10404308,hsa-miR-548ap-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8343,1,No,Yes
chr1,10404208,10404346,hsa-miR-548ap-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8344,1,No,No
chr1,10404229,10404369,hsa-miR-5008-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8346,1,No,No
chr1,10404174,10404317,hsa-miR-5009-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8347,1,No,No
chr1,10404208,10404349,hsa-miR-5009-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8348,1,No,No
chr1,10404249,10404390,hsa-miR-5010-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8349,1,No,No
chr1,10404200,10404341,hsa-miR-5010-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8350,1,No,No
chr1,10404229,10404369,hsa-miR-5011-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8351,1,No,No
chr1,10404229,10404370,hsa-miR-5011-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8352,1,No,No
chr1,10404232,10404372,hsa-miR-5047,hsa_DE_SD_2,+,No Seed,INT_RH_8353,1,No,No
chr1,10404252,10404394,hsa-miR-5087,hsa_DE_SD_2,+,No Seed,INT_RH_8354,1,No,No
chr1,10404217,10404357,hsa-miR-5089-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8357,1,No,No
chr1,10404199,10404341,hsa-miR-5089-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8358,1,No,No
chr1,10404232,10404374,hsa-miR-5090,hsa_DE_SD_2,+,No Seed,INT_RH_8359,1,No,No
chr1,10404205,10404347,hsa-miR-5091,hsa_DE_SD_2,+,No Seed,INT_RH_8360,1,No,No
chr1,10404164,10404305,hsa-miR-5092,hsa_DE_SD_2,+,No Seed,INT_RH_8361,1,No,Yes
chr1,10404163,10404305,hsa-miR-5093,hsa_DE_SD_2,+,No Seed,INT_RH_8362,1,No,Yes
chr1,10404164,10404305,hsa-miR-5094,hsa_DE_SD_2,+,No Seed,INT_RH_8363,1,No,Yes
chr1,10404232,10404372,hsa-miR-5186,hsa_DE_SD_2,+,No Seed,INT_RH_8364,1,No,No
chr1,10404234,10404375,hsa-miR-5187-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8365,1,No,No
chr1,10404200,10404340,hsa-miR-5187-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8366,1,No,No
chr1,10404216,10404358,hsa-miR-5188,hsa_DE_SD_2,+,No Seed,INT_RH_8367,1,No,No
chr1,10404234,10404377,hsa-miR-5189-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8368,1,No,No
chr1,10404230,10404370,hsa-miR-5189-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8369,1,No,No
chr1,10404240,10404380,hsa-miR-5190,hsa_DE_SD_2,+,No Seed,INT_RH_8370,1,No,No
chr1,10404231,10404372,hsa-miR-5191,hsa_DE_SD_2,+,No Seed,INT_RH_8371,1,No,No
chr1,10404244,10404385,hsa-miR-5195-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8375,1,No,No
chr1,10404241,10404381,hsa-miR-5195-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8376,1,No,No
chr1,10404233,10404374,hsa-miR-5196-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8377,1,No,No
chr1,10404202,10404342,hsa-miR-5196-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8378,1,No,No
chr1,10404170,10404310,hsa-miR-4524b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8381,1,No,Yes
chr1,10404231,10404370,hsa-miR-4524b-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8382,1,No,No
chr1,10404228,10404369,hsa-miR-5100,hsa_DE_SD_2,+,No Seed,INT_RH_8385,1,No,No
chr1,10404160,10404300,hsa-miR-5572,hsa_DE_SD_2,+,SM,INT_RH_8386,1,No,Yes
chr1,10404206,10404347,hsa-miR-548aq-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8387,1,No,No
chr1,10404206,10404347,hsa-miR-548aq-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8388,1,No,No
chr1,10404206,10404346,hsa-miR-548ar-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8390,1,No,No
chr1,10404225,10404366,hsa-miR-548as-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8391,1,No,No
chr1,10404188,10404329,hsa-miR-548as-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8392,1,No,No
chr1,10404164,10404305,hsa-miR-5579-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8394,1,No,Yes
chr1,10404232,10404375,hsa-miR-664b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8395,1,No,No
chr1,10404198,10404339,hsa-miR-664b-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8396,1,No,No
chr1,10404194,10404335,hsa-miR-5580-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8397,1,No,No
chr1,10404240,10404381,hsa-miR-5580-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8398,1,No,No
chr1,10404244,10404385,hsa-miR-5581-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8399,1,No,No
chr1,10404187,10404328,hsa-miR-5581-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8400,1,No,No
chr1,10404167,10404308,hsa-miR-548at-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8401,1,No,Yes
chr1,10404183,10404323,hsa-miR-548at-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8402,1,No,No
chr1,10404187,10404328,hsa-miR-5583-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8405,1,No,No
chr1,10404230,10404371,hsa-miR-5583-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8406,1,No,No
chr1,10404236,10404377,hsa-miR-5584-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8407,1,No,No
chr1,10404180,10404321,hsa-miR-5584-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8408,1,No,No
chr1,10404223,10404364,hsa-miR-5585-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8409,1,No,No
chr1,10404232,10404373,hsa-miR-5585-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8410,1,No,No
chr1,10404194,10404335,hsa-miR-5586-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8411,1,No,No
chr1,10404234,10404375,hsa-miR-5586-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8412,1,No,No
chr1,10404228,10404365,hsa-miR-5587-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8413,1,No,No
chr1,10404217,10404357,hsa-miR-5587-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8414,1,No,No
chr1,10404167,10404307,hsa-miR-548au-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8415,1,No,Yes
chr1,10404216,10404356,hsa-miR-548au-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8416,1,No,No
chr1,10404200,10404340,hsa-miR-1295b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8417,1,No,No
chr1,10404166,10404307,hsa-miR-1295b-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8418,1,No,Yes
chr1,10404216,10404354,hsa-miR-5588-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8420,1,No,No
chr1,10404202,10404344,hsa-miR-5589-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8422,1,No,No
chr1,10404226,10404366,hsa-miR-5590-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8423,1,No,No
chr1,10404232,10404372,hsa-miR-5591-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8425,1,No,No
chr1,10404202,10404342,hsa-miR-5591-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8426,1,No,No
chr1,10404206,10404345,hsa-miR-548av-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8428,1,No,No
chr1,10404206,10404347,hsa-miR-5680,hsa_DE_SD_2,+,No Seed,INT_RH_8429,1,No,No
chr1,10404221,10404362,hsa-miR-5681a,hsa_DE_SD_2,+,No Seed,INT_RH_8430,1,No,No
chr1,10404190,10404331,hsa-miR-5682,hsa_DE_SD_2,+,No Seed,INT_RH_8431,1,No,No
chr1,10404215,10404354,hsa-miR-548aw,hsa_DE_SD_2,+,No Seed,INT_RH_8432,1,No,No
chr1,10404249,10404388,hsa-miR-5684,hsa_DE_SD_2,+,No Seed,INT_RH_8434,1,No,No
chr1,10404240,10404381,hsa-miR-548ax,hsa_DE_SD_2,+,No Seed,INT_RH_8435,1,No,No
chr1,10404215,10404356,hsa-miR-5685,hsa_DE_SD_2,+,No Seed,INT_RH_8436,1,No,No
chr1,10404240,10404381,hsa-miR-5687,hsa_DE_SD_2,+,No Seed,INT_RH_8438,1,No,No
chr1,10404225,10404366,hsa-miR-5681b,hsa_DE_SD_2,+,No Seed,INT_RH_8440,1,No,No
chr1,10404224,10404365,hsa-miR-5689,hsa_DE_SD_2,+,No Seed,INT_RH_8441,1,No,No
chr1,10404208,10404348,hsa-miR-5690,hsa_DE_SD_2,+,No Seed,INT_RH_8442,1,No,No
chr1,10404207,10404348,hsa-miR-5691,hsa_DE_SD_2,+,No Seed,INT_RH_8443,1,No,No
chr1,10404186,10404328,hsa-miR-4666b,hsa_DE_SD_2,+,No Seed,INT_RH_8445,1,No,No
chr1,10404199,10404340,hsa-miR-5693,hsa_DE_SD_2,+,No Seed,INT_RH_8446,1,No,No
chr1,10404160,10404300,hsa-miR-5694,hsa_DE_SD_2,+,No Seed,INT_RH_8447,1,No,Yes
chr1,10404198,10404339,hsa-miR-5695,hsa_DE_SD_2,+,No Seed,INT_RH_8448,1,No,No
chr1,10404180,10404321,hsa-miR-5696,hsa_DE_SD_2,+,No Seed,INT_RH_8449,1,No,No
chr1,10404174,10404315,hsa-miR-5699-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8452,1,No,No
chr1,10404175,10404316,hsa-miR-5699-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8453,1,No,No
chr1,10404212,10404353,hsa-miR-5700,hsa_DE_SD_2,+,No Seed,INT_RH_8454,1,No,No
chr1,10404203,10404341,hsa-miR-5701,hsa_DE_SD_2,+,No Seed,INT_RH_8455,1,No,No
chr1,10404186,10404327,hsa-miR-5702,hsa_DE_SD_2,+,No Seed,INT_RH_8456,1,No,No
chr1,10404232,10404369,hsa-miR-5703,hsa_DE_SD_2,+,No Seed,INT_RH_8457,1,No,No
chr1,10404215,10404356,hsa-miR-5704,hsa_DE_SD_2,+,No Seed,INT_RH_8459,1,No,No
chr1,10404231,10404372,hsa-miR-5706,hsa_DE_SD_2,+,No Seed,INT_RH_8461,1,No,No
chr1,10404196,10404337,hsa-miR-5707,hsa_DE_SD_2,+,No Seed,INT_RH_8462,1,No,No
chr1,10404243,10404382,hsa-miR-5739,hsa_DE_SD_2,+,No Seed,INT_RH_8464,1,No,No
chr1,10404233,10404372,hsa-miR-5787,hsa_DE_SD_2,+,No Seed,INT_RH_8465,1,No,No
chr1,10404229,10404368,hsa-miR-1199-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8466,1,No,No
chr1,10404224,10404364,hsa-miR-1199-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8467,1,No,No
chr1,10404229,10404369,hsa-miR-6069,hsa_DE_SD_2,+,No Seed,INT_RH_8469,1,No,No
chr1,10404182,10404320,hsa-miR-6070,hsa_DE_SD_2,+,No Seed,INT_RH_8470,1,No,No
chr1,10404181,10404319,hsa-miR-6071,hsa_DE_SD_2,+,No Seed,INT_RH_8471,1,No,No
chr1,10404200,10404341,hsa-miR-6072,hsa_DE_SD_2,+,No Seed,INT_RH_8472,1,No,No
chr1,10404240,10404379,hsa-miR-6073,hsa_DE_SD_2,+,No Seed,INT_RH_8473,1,No,No
chr1,10404244,10404384,hsa-miR-6076,hsa_DE_SD_2,+,No Seed,INT_RH_8476,1,No,No
chr1,10404229,10404369,hsa-miR-6077,hsa_DE_SD_2,+,No Seed,INT_RH_8477,1,No,No
chr1,10404244,10404382,hsa-miR-6078,hsa_DE_SD_2,+,No Seed,INT_RH_8478,1,No,No
chr1,10404231,10404374,hsa-miR-6079,hsa_DE_SD_2,+,No Seed,INT_RH_8479,1,No,No
chr1,10404202,10404340,hsa-miR-6080,hsa_DE_SD_2,+,No Seed,INT_RH_8480,1,No,No
chr1,10404229,10404372,hsa-miR-6081,hsa_DE_SD_2,+,No Seed,INT_RH_8481,1,No,No
chr1,10404203,10404341,hsa-miR-6082,hsa_DE_SD_2,+,No Seed,INT_RH_8482,1,No,No
chr1,10404165,10404303,hsa-miR-6085,hsa_DE_SD_2,+,No Seed,INT_RH_8485,1,No,Yes
chr1,10404232,10404371,hsa-miR-6086,hsa_DE_SD_2,+,No Seed,INT_RH_8486,1,No,No
chr1,10404242,10404381,hsa-miR-6088,hsa_DE_SD_2,+,No Seed,INT_RH_8487,1,No,No
chr1,10404232,10404375,hsa-miR-6089,hsa_DE_SD_2,+,No Seed,INT_RH_8488,1,No,No
chr1,10404232,10404370,hsa-miR-6090,hsa_DE_SD_2,+,No Seed,INT_RH_8489,1,No,No
chr1,10404233,10404372,hsa-miR-6124,hsa_DE_SD_2,+,No Seed,INT_RH_8490,1,No,No
chr1,10404244,10404383,hsa-miR-6125,hsa_DE_SD_2,+,No Seed,INT_RH_8491,1,No,No
chr1,10404234,10404371,hsa-miR-6126,hsa_DE_SD_2,+,No Seed,INT_RH_8492,1,No,No
chr1,10404233,10404371,hsa-miR-6127,hsa_DE_SD_2,+,No Seed,INT_RH_8493,1,No,No
chr1,10404240,10404378,hsa-miR-6128,hsa_DE_SD_2,+,No Seed,INT_RH_8494,1,No,No
chr1,10404240,10404378,hsa-miR-378j,hsa_DE_SD_2,+,No Seed,INT_RH_8495,1,No,No
chr1,10404242,10404380,hsa-miR-6129,hsa_DE_SD_2,+,No Seed,INT_RH_8496,1,No,No
chr1,10404162,10404300,hsa-miR-6130,hsa_DE_SD_2,+,No Seed,INT_RH_8497,1,No,Yes
chr1,10404238,10404376,hsa-miR-6131,hsa_DE_SD_2,+,No Seed,INT_RH_8498,1,No,No
chr1,10404237,10404375,hsa-miR-6132,hsa_DE_SD_2,+,No Seed,INT_RH_8499,1,No,No
chr1,10404232,10404370,hsa-miR-6133,hsa_DE_SD_2,+,No Seed,INT_RH_8500,1,No,No
chr1,10404243,10404381,hsa-miR-6165,hsa_DE_SD_2,+,No Seed,INT_RH_8502,1,No,No
chr1,10404215,10404356,hsa-miR-6499-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8503,1,No,No
chr1,10404198,10404339,hsa-miR-6499-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8504,1,No,No
chr1,10404206,10404347,hsa-miR-548ay-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8506,1,No,No
chr1,10404208,10404351,hsa-miR-6500-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8507,1,No,No
chr1,10404206,10404346,hsa-miR-6500-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8508,1,No,No
chr1,10404199,10404340,hsa-miR-548az-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8509,1,No,No
chr1,10404206,10404346,hsa-miR-548az-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8510,1,No,No
chr1,10404229,10404371,hsa-miR-6501-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8512,1,No,No
chr1,10404180,10404321,hsa-miR-6502-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8513,1,No,No
chr1,10404194,10404334,hsa-miR-6502-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8514,1,No,No
chr1,10404200,10404342,hsa-miR-6503-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8515,1,No,No
chr1,10404198,10404338,hsa-miR-6504-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8517,1,No,No
chr1,10404203,10404342,hsa-miR-6504-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8518,1,No,No
chr1,10404167,10404308,hsa-miR-6505-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8519,1,No,Yes
chr1,10404196,10404336,hsa-miR-6505-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8520,1,No,No
chr1,10404199,10404340,hsa-miR-6506-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8522,1,No,No
chr1,10404202,10404343,hsa-miR-6507-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8524,1,No,No
chr1,10404199,10404339,hsa-miR-6508-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8525,1,No,No
chr1,10404200,10404341,hsa-miR-6509-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8528,1,No,No
chr1,10404241,10404382,hsa-miR-6510-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8529,1,No,No
chr1,10404198,10404338,hsa-miR-6510-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8530,1,No,No
chr1,10404234,10404376,hsa-miR-6511a-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8531,1,No,No
chr1,10404205,10404346,hsa-miR-6512-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8533,1,No,No
chr1,10404174,10404315,hsa-miR-6512-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8534,1,No,No
chr1,10404160,10404302,hsa-miR-6513-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8535,1,No,Yes
chr1,10404211,10404353,hsa-miR-6514-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8537,1,No,No
chr1,10404200,10404340,hsa-miR-6514-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8538,1,No,No
chr1,10404239,10404379,hsa-miR-6515-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8539,1,No,No
chr1,10404166,10404306,hsa-miR-6715b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8542,1,No,Yes
chr1,10404231,10404370,hsa-miR-6716-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8544,1,No,No
chr1,10404206,10404347,hsa-miR-6716-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8545,1,No,No
chr1,10404237,10404380,hsa-miR-6511b-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8547,1,No,No
chr1,10404230,10404370,hsa-miR-6718-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8549,1,No,No
chr1,10404202,10404343,hsa-miR-6719-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8550,1,No,No
chr1,10404161,10404303,hsa-miR-6720-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8551,1,No,Yes
chr1,10404166,10404307,hsa-miR-6720-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8552,1,No,Yes
chr1,10404230,10404372,hsa-miR-6721-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8553,1,No,No
chr1,10404215,10404354,hsa-miR-6722-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8554,1,No,No
chr1,10404240,10404381,hsa-miR-6722-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8555,1,No,No
chr1,10404243,10404385,hsa-miR-6724-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8556,1,No,No
chr1,10404247,10404388,hsa-miR-892c-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8558,1,No,No
chr1,10404232,10404372,hsa-miR-6726-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8559,1,No,No
chr1,10404216,10404355,hsa-miR-6726-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8560,1,No,No
chr1,10404230,10404372,hsa-miR-6727-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8561,1,No,No
chr1,10404206,10404345,hsa-miR-6727-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8562,1,No,No
chr1,10404233,10404375,hsa-miR-6728-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8563,1,No,No
chr1,10404198,10404338,hsa-miR-6728-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8564,1,No,No
chr1,10404232,10404373,hsa-miR-6729-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8565,1,No,No
chr1,10404221,10404361,hsa-miR-6729-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8566,1,No,No
chr1,10404161,10404303,hsa-miR-6730-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8567,1,No,Yes
chr1,10404200,10404341,hsa-miR-6730-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8568,1,No,No
chr1,10404234,10404375,hsa-miR-6731-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8569,1,No,No
chr1,10404200,10404340,hsa-miR-6731-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8570,1,No,No
chr1,10404231,10404370,hsa-miR-6732-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8571,1,No,No
chr1,10404202,10404344,hsa-miR-6732-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8572,1,No,No
chr1,10404229,10404370,hsa-miR-6733-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8573,1,No,No
chr1,10404207,10404351,hsa-miR-6735-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8577,1,No,No
chr1,10404223,10404364,hsa-miR-6735-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8578,1,No,No
chr1,10404232,10404372,hsa-miR-6736-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8579,1,No,No
chr1,10404198,10404338,hsa-miR-6736-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8580,1,No,No
chr1,10404200,10404341,hsa-miR-6737-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8582,1,No,No
chr1,10404243,10404385,hsa-miR-6738-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8583,1,No,No
chr1,10404202,10404345,hsa-miR-6738-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8584,1,No,No
chr1,10404247,10404388,hsa-miR-6739-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8585,1,No,No
chr1,10404244,10404385,hsa-miR-6740-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8587,1,No,No
chr1,10404198,10404339,hsa-miR-6740-3p,hsa_DE_SD_2,+,No Seed,INT_RH_8588,1,No,No
chr1,10404229,10404370,hsa-miR-6741-5p,hsa_DE_SD_2,+,No Seed,INT_RH_8589,1,No,No
