Chrom,Start,End,miRNA Name,Circ Name,Strand,Seed Category,ID,Software Matched,Validated,AGO
chr13,36442697,36442936,hsa-miR-345-3p,ENST00000255465.6,+,No Seed,INT_RH_10579,1,No,No
chr13,36442817,36443055,hsa-miR-590-3p,ENST00000255465.6,+,No Seed,INT_RH_11555,1,No,No
chr13,36442668,36442905,hsa-miR-4326,ENST00000255465.6,+,No Seed,INT_RH_12531,1,No,No
chr13,36442711,36442945,hsa-miR-4486,ENST00000255465.6,+,No Seed,INT_RH_13507,1,No,No
chr13,36442730,36442971,hsa-miR-4793-5p,ENST00000255465.6,+,No Seed,INT_RH_14483,1,No,No
chr13,36442668,36442907,hsa-miR-5001-3p,ENST00000255465.6,+,No Seed,INT_RH_15459,1,No,No
chr13,36442727,36442965,hsa-miR-5196-3p,ENST00000255465.6,+,No Seed,INT_RH_16435,1,No,No
chr13,36442691,36442930,hsa-miR-6740-5p,ENST00000255465.6,+,No Seed,INT_RH_17411,1,No,No
chr13,36442726,36442952,hsa-miR-29b-2-5p,ENST00000440264.5,+,No Seed,INT_RH_8628,1,No,No
chr13,36442727,36442954,hsa-miR-145-5p,ENST00000440264.5,+,No Seed,INT_RH_9604,1,No,No
chr13,36442697,36442923,hsa-miR-345-3p,ENST00000440264.5,+,No Seed,INT_RH_10580,1,No,No
chr13,36442817,36443042,hsa-miR-590-3p,ENST00000440264.5,+,No Seed,INT_RH_11556,1,No,No
chr13,36442668,36442892,hsa-miR-4326,ENST00000440264.5,+,No Seed,INT_RH_12532,1,No,No
chr13,36442711,36442932,hsa-miR-4486,ENST00000440264.5,+,No Seed,INT_RH_13508,1,No,No
chr13,36442730,36442958,hsa-miR-4793-5p,ENST00000440264.5,+,No Seed,INT_RH_14484,1,No,No
chr13,36442668,36442894,hsa-miR-5001-3p,ENST00000440264.5,+,No Seed,INT_RH_15460,1,No,No
chr13,36442727,36442952,hsa-miR-5196-3p,ENST00000440264.5,+,No Seed,INT_RH_16436,1,No,No
chr13,36442691,36442917,hsa-miR-6740-5p,ENST00000440264.5,+,No Seed,INT_RH_17412,1,No,No
chr13,36442726,36442953,hsa-miR-29b-2-5p,ENST00000625767.1,+,No Seed,INT_RH_8629,1,No,No
chr13,36442727,36442955,hsa-miR-145-5p,ENST00000625767.1,+,No Seed,INT_RH_9605,1,No,No
chr13,36442697,36442924,hsa-miR-345-3p,ENST00000625767.1,+,No Seed,INT_RH_10581,1,No,No
chr13,36442817,36443043,hsa-miR-590-3p,ENST00000625767.1,+,No Seed,INT_RH_11557,1,No,No
chr13,36442668,36442893,hsa-miR-4326,ENST00000625767.1,+,No Seed,INT_RH_12533,1,No,No
chr13,36442711,36442933,hsa-miR-4486,ENST00000625767.1,+,No Seed,INT_RH_13509,1,No,No
chr13,36442730,36442959,hsa-miR-4793-5p,ENST00000625767.1,+,No Seed,INT_RH_14485,1,No,No
chr13,36442668,36442895,hsa-miR-5001-3p,ENST00000625767.1,+,No Seed,INT_RH_15461,1,No,No
chr13,36442727,36442953,hsa-miR-5196-3p,ENST00000625767.1,+,No Seed,INT_RH_16437,1,No,No
chr13,36442691,36442918,hsa-miR-6740-5p,ENST00000625767.1,+,No Seed,INT_RH_17413,1,No,No
chr13,36442726,36442952,hsa-miR-29b-2-5p,ENST00000630422.2,+,No Seed,INT_RH_8630,1,No,No
chr13,36442727,36442954,hsa-miR-145-5p,ENST00000630422.2,+,No Seed,INT_RH_9606,1,No,No
chr13,36442697,36442923,hsa-miR-345-3p,ENST00000630422.2,+,No Seed,INT_RH_10582,1,No,No
chr13,36442817,36443042,hsa-miR-590-3p,ENST00000630422.2,+,No Seed,INT_RH_11558,1,No,No
chr13,36442668,36442892,hsa-miR-4326,ENST00000630422.2,+,No Seed,INT_RH_12534,1,No,No
chr13,36442711,36442932,hsa-miR-4486,ENST00000630422.2,+,No Seed,INT_RH_13510,1,No,No
chr13,36442730,36442958,hsa-miR-4793-5p,ENST00000630422.2,+,No Seed,INT_RH_14486,1,No,No
chr13,36442668,36442894,hsa-miR-5001-3p,ENST00000630422.2,+,No Seed,INT_RH_15462,1,No,No
chr13,36442727,36442952,hsa-miR-5196-3p,ENST00000630422.2,+,No Seed,INT_RH_16438,1,No,No
chr13,36442691,36442917,hsa-miR-6740-5p,ENST00000630422.2,+,No Seed,INT_RH_17414,1,No,No
chr13,42887529,42887551,hsa-miR-29b-2-5p,ENST00000313624.11,-,No Seed,INT_RH_8631,1,No,No
chr13,42886998,42887015,hsa-miR-4486,ENST00000313624.11,-,No Seed,INT_RH_13511,1,No,No
chr13,42887272,42887293,hsa-miR-5196-3p,ENST00000313624.11,-,No Seed,INT_RH_16439,1,No,No
chr13,42887529,42887551,hsa-miR-29b-2-5p,ENST00000313640.11,-,No Seed,INT_RH_8632,1,No,No
chr13,42886998,42887015,hsa-miR-4486,ENST00000313640.11,-,No Seed,INT_RH_13512,1,No,No
chr13,42887278,42887302,hsa-miR-4793-5p,ENST00000313640.11,-,No Seed,INT_RH_14488,1,No,No
chr13,42887271,42887292,hsa-miR-5196-3p,ENST00000313640.11,-,No Seed,INT_RH_16440,1,No,No
chr13,76958417,76959097,hsa-miR-145-5p,ENST00000377462.5,+,No Seed,INT_RH_9609,1,No,No
chr13,76958398,76959077,hsa-miR-345-3p,ENST00000377462.5,+,No Seed,INT_RH_10585,1,No,No
chr13,76958418,76959095,hsa-miR-4326,ENST00000377462.5,+,No Seed,INT_RH_12537,1,No,No
chr13,76958494,76959168,hsa-miR-4486,ENST00000377462.5,+,No Seed,INT_RH_13513,1,No,No
chr13,76958404,76959085,hsa-miR-4793-5p,ENST00000377462.5,+,No Seed,INT_RH_14489,1,No,No
chr13,76958345,76959024,hsa-miR-5001-3p,ENST00000377462.5,+,No Seed,INT_RH_15465,1,No,No
chr13,76958418,76959096,hsa-miR-5196-3p,ENST00000377462.5,+,No Seed,INT_RH_16441,1,No,No
chr13,76958449,76959128,hsa-miR-6740-5p,ENST00000377462.5,+,No Seed,INT_RH_17417,1,No,No
chr13,76958417,76959091,hsa-miR-145-5p,ENST00000449753.2,+,No Seed,INT_RH_9610,1,No,No
chr13,76958398,76959071,hsa-miR-345-3p,ENST00000449753.2,+,No Seed,INT_RH_10586,1,No,No
chr13,76958418,76959089,hsa-miR-4326,ENST00000449753.2,+,No Seed,INT_RH_12538,1,No,No
chr13,76958494,76959162,hsa-miR-4486,ENST00000449753.2,+,No Seed,INT_RH_13514,1,No,No
chr13,76958404,76959079,hsa-miR-4793-5p,ENST00000449753.2,+,No Seed,INT_RH_14490,1,No,No
chr13,76958345,76959018,hsa-miR-5001-3p,ENST00000449753.2,+,No Seed,INT_RH_15466,1,No,No
chr13,76958418,76959090,hsa-miR-5196-3p,ENST00000449753.2,+,No Seed,INT_RH_16442,1,No,No
chr13,76958449,76959122,hsa-miR-6740-5p,ENST00000449753.2,+,No Seed,INT_RH_17418,1,No,No
chr13,108307242,108308808,hsa-miR-4326,ENST00000375887.8,+,No Seed,INT_RH_12539,1,No,No
chr13,108308168,108309731,hsa-miR-4486,ENST00000375887.8,+,No Seed,INT_RH_13515,1,No,No
chr13,108307235,108308805,hsa-miR-4793-5p,ENST00000375887.8,+,No Seed,INT_RH_14491,1,No,No
chr13,108307247,108308815,hsa-miR-5001-3p,ENST00000375887.8,+,No Seed,INT_RH_15467,1,No,No
chr13,108308400,108309967,hsa-miR-5196-3p,ENST00000375887.8,+,No Seed,INT_RH_16443,1,No,No
chr13,108307242,108308808,hsa-miR-4326,ENST00000430559.5,+,No Seed,INT_RH_12540,1,No,No
chr13,108308168,108309731,hsa-miR-4486,ENST00000430559.5,+,No Seed,INT_RH_13516,1,No,No
chr13,108307235,108308805,hsa-miR-4793-5p,ENST00000430559.5,+,No Seed,INT_RH_14492,1,No,No
chr13,108307247,108308815,hsa-miR-5001-3p,ENST00000430559.5,+,No Seed,INT_RH_15468,1,No,No
chr13,108308400,108309967,hsa-miR-5196-3p,ENST00000430559.5,+,No Seed,INT_RH_16444,1,No,No
chr14,24180157,24180339,hsa-miR-145-5p,ENST00000611366.4,+,No Seed,INT_RH_9613,1,No,No
chr14,24180195,24180376,hsa-miR-345-3p,ENST00000611366.4,+,No Seed,INT_RH_10589,1,No,No
chr14,24180239,24180419,hsa-miR-590-3p,ENST00000611366.4,+,No Seed,INT_RH_11565,1,No,No
chr14,24180209,24180388,hsa-miR-4326,ENST00000611366.4,+,No Seed,INT_RH_12541,1,No,No
chr14,24180196,24180372,hsa-miR-4486,ENST00000611366.4,+,No Seed,INT_RH_13517,1,No,No
chr14,24180200,24180383,hsa-miR-4793-5p,ENST00000611366.4,+,No Seed,INT_RH_14493,1,No,No
chr14,24180199,24180380,hsa-miR-5001-3p,ENST00000611366.4,+,7A1,INT_RH_15469,1,No,No
chr14,24180096,24180276,hsa-miR-5196-3p,ENST00000611366.4,+,No Seed,INT_RH_16445,1,No,No
chr14,24180203,24180384,hsa-miR-6740-5p,ENST00000611366.4,+,No Seed,INT_RH_17421,1,No,No
chr14,24180157,24180342,hsa-miR-145-5p,ENST00000620473.4,+,No Seed,INT_RH_9614,1,No,No
chr14,24180195,24180379,hsa-miR-345-3p,ENST00000620473.4,+,No Seed,INT_RH_10590,1,No,No
chr14,24180239,24180422,hsa-miR-590-3p,ENST00000620473.4,+,No Seed,INT_RH_11566,1,No,No
chr14,24180209,24180391,hsa-miR-4326,ENST00000620473.4,+,No Seed,INT_RH_12542,1,No,No
chr14,24180196,24180375,hsa-miR-4486,ENST00000620473.4,+,No Seed,INT_RH_13518,1,No,No
chr14,24180200,24180386,hsa-miR-4793-5p,ENST00000620473.4,+,No Seed,INT_RH_14494,1,No,No
chr14,24180199,24180383,hsa-miR-5001-3p,ENST00000620473.4,+,7A1,INT_RH_15470,1,No,No
chr14,24180096,24180279,hsa-miR-5196-3p,ENST00000620473.4,+,No Seed,INT_RH_16446,1,No,No
chr14,24180203,24180387,hsa-miR-6740-5p,ENST00000620473.4,+,No Seed,INT_RH_17422,1,No,No
chr14,24249185,24249207,hsa-miR-29b-2-5p,ENST00000206765.10,-,No Seed,INT_RH_8639,1,No,No
chr14,24249189,24249211,hsa-miR-345-3p,ENST00000206765.10,-,7A1,INT_RH_10591,1,No,No
chr14,24249131,24249152,hsa-miR-590-3p,ENST00000206765.10,-,No Seed,INT_RH_11567,1,No,No
chr14,24249152,24249172,hsa-miR-4326,ENST00000206765.10,-,7mer-A1,INT_RH_12543,1,No,No
chr14,24249151,24249168,hsa-miR-4486,ENST00000206765.10,-,No Seed,INT_RH_13519,1,No,No
chr14,24249286,24249310,hsa-miR-4793-5p,ENST00000206765.10,-,No Seed,INT_RH_14495,1,No,No
chr14,24249178,24249199,hsa-miR-5196-3p,ENST00000206765.10,-,No Seed,INT_RH_16447,1,No,No
chr14,24249213,24249235,hsa-miR-6740-5p,ENST00000206765.10,-,No Seed,INT_RH_17423,1,No,No
chr14,24249289,24249311,hsa-miR-29b-2-5p,ENST00000544573.5,-,No Seed,INT_RH_8640,1,No,No
chr14,24249262,24249284,hsa-miR-345-3p,ENST00000544573.5,-,No Seed,INT_RH_10592,1,No,No
chr14,24249270,24249291,hsa-miR-590-3p,ENST00000544573.5,-,No Seed,INT_RH_11568,1,No,No
chr14,24249270,24249290,hsa-miR-4326,ENST00000544573.5,-,No Seed,INT_RH_12544,1,No,No
chr14,24249221,24249238,hsa-miR-4486,ENST00000544573.5,-,No Seed,INT_RH_13520,1,No,No
chr14,24249286,24249310,hsa-miR-4793-5p,ENST00000544573.5,-,No Seed,INT_RH_14496,1,No,No
chr14,24249274,24249295,hsa-miR-5196-3p,ENST00000544573.5,-,No Seed,INT_RH_16448,1,No,No
chr14,24249216,24249238,hsa-miR-6740-5p,ENST00000544573.5,-,No Seed,INT_RH_17424,1,No,No
chr14,54789966,54794355,hsa-miR-6740-5p,ENST00000251091.9,+,No Seed,INT_RH_17425,1,No,No
chr14,54789966,54794359,hsa-miR-6740-5p,ENST00000392067.7,+,No Seed,INT_RH_17426,1,No,No
chr14,54788957,54789162,hsa-miR-29b-2-5p,ENST00000554335.5,+,No Seed,INT_RH_8643,1,No,Yes
chr14,54789078,54789284,hsa-miR-145-5p,ENST00000554335.5,+,No Seed,INT_RH_9619,1,No,Yes
chr14,54788967,54789171,hsa-miR-590-3p,ENST00000554335.5,+,No Seed,INT_RH_11571,1,No,Yes
chr14,54788947,54789150,hsa-miR-4326,ENST00000554335.5,+,No Seed,INT_RH_12547,1,No,Yes
chr14,54789096,54789296,hsa-miR-4486,ENST00000554335.5,+,No Seed,INT_RH_13523,1,No,Yes
chr14,54789065,54789272,hsa-miR-4793-5p,ENST00000554335.5,+,No Seed,INT_RH_14499,1,No,Yes
chr14,54789078,54789283,hsa-miR-5001-3p,ENST00000554335.5,+,No Seed,INT_RH_15475,1,No,Yes
chr14,54788951,54789155,hsa-miR-5196-3p,ENST00000554335.5,+,No Seed,INT_RH_16451,1,No,Yes
chr14,54789063,54789268,hsa-miR-6740-5p,ENST00000554335.5,+,No Seed,INT_RH_17427,1,No,Yes
chr14,54788957,54789162,hsa-miR-29b-2-5p,ENST00000555192.1,+,No Seed,INT_RH_8644,1,No,Yes
chr14,54789078,54789284,hsa-miR-145-5p,ENST00000555192.1,+,No Seed,INT_RH_9620,1,No,Yes
chr14,54788967,54789171,hsa-miR-590-3p,ENST00000555192.1,+,No Seed,INT_RH_11572,1,No,Yes
chr14,54788947,54789150,hsa-miR-4326,ENST00000555192.1,+,No Seed,INT_RH_12548,1,No,Yes
chr14,54789096,54789296,hsa-miR-4486,ENST00000555192.1,+,No Seed,INT_RH_13524,1,No,Yes
chr14,54789065,54789272,hsa-miR-4793-5p,ENST00000555192.1,+,No Seed,INT_RH_14500,1,No,Yes
chr14,54789078,54789283,hsa-miR-5001-3p,ENST00000555192.1,+,No Seed,INT_RH_15476,1,No,Yes
chr14,54788951,54789155,hsa-miR-5196-3p,ENST00000555192.1,+,No Seed,INT_RH_16452,1,No,Yes
chr14,54789063,54789268,hsa-miR-6740-5p,ENST00000555192.1,+,No Seed,INT_RH_17428,1,No,Yes
chr14,54789966,54794359,hsa-miR-6740-5p,ENST00000631086.2,+,No Seed,INT_RH_17429,1,No,No
chr14,54843066,54843088,hsa-miR-345-3p,ENST00000395514.5,-,No Seed,INT_RH_10598,1,No,Yes
chr14,54843718,54843739,hsa-miR-5196-3p,ENST00000395514.5,-,No Seed,INT_RH_16454,1,No,No
chr14,54842673,54842695,hsa-miR-6740-5p,ENST00000395514.5,-,No Seed,INT_RH_17430,1,No,Yes
chr14,54843066,54843088,hsa-miR-345-3p,ENST00000622544.4,-,No Seed,INT_RH_10599,1,No,Yes
chr14,54843718,54843739,hsa-miR-5196-3p,ENST00000622544.4,-,No Seed,INT_RH_16455,1,No,No
chr14,54842673,54842695,hsa-miR-6740-5p,ENST00000622544.4,-,No Seed,INT_RH_17431,1,No,Yes
chr14,54843066,54843088,hsa-miR-345-3p,ENST00000491895.6,-,No Seed,INT_RH_10600,1,No,Yes
chr14,54843718,54843739,hsa-miR-5196-3p,ENST00000491895.6,-,No Seed,INT_RH_16456,1,No,No
chr14,54842673,54842695,hsa-miR-6740-5p,ENST00000491895.6,-,No Seed,INT_RH_17432,1,No,Yes
chr14,54843066,54843088,hsa-miR-345-3p,ENST00000543643.6,-,No Seed,INT_RH_10601,1,No,Yes
chr14,54843718,54843739,hsa-miR-5196-3p,ENST00000543643.6,-,No Seed,INT_RH_16457,1,No,No
chr14,54842673,54842695,hsa-miR-6740-5p,ENST00000543643.6,-,No Seed,INT_RH_17433,1,No,Yes
chr14,54842773,54842795,hsa-miR-29b-2-5p,ENST00000536224.2,-,No Seed,INT_RH_8650,1,No,Yes
chr14,54842892,54842914,hsa-miR-345-3p,ENST00000536224.2,-,No Seed,INT_RH_10602,1,No,Yes
chr14,54842577,54842597,hsa-miR-4326,ENST00000536224.2,-,No Seed,INT_RH_12554,1,No,No
chr14,54842586,54842607,hsa-miR-5196-3p,ENST00000536224.2,-,No Seed,INT_RH_16458,1,No,No
chr14,54842672,54842694,hsa-miR-6740-5p,ENST00000536224.2,-,No Seed,INT_RH_17434,1,No,Yes
chr14,64743909,64744567,hsa-miR-29b-2-5p,ENST00000394691.6,+,No Seed,INT_RH_8652,1,No,No
chr14,64743719,64744378,hsa-miR-145-5p,ENST00000394691.6,+,No Seed,INT_RH_9628,1,No,No
chr14,64743795,64744453,hsa-miR-345-3p,ENST00000394691.6,+,No Seed,INT_RH_10604,1,No,No
chr14,64744180,64744837,hsa-miR-590-3p,ENST00000394691.6,+,No Seed,INT_RH_11580,1,No,No
chr14,64743797,64744455,hsa-miR-5001-3p,ENST00000394691.6,+,No Seed,INT_RH_15484,1,No,No
chr14,64743865,64744523,hsa-miR-6740-5p,ENST00000394691.6,+,No Seed,INT_RH_17436,1,No,No
chr14,64743909,64744571,hsa-miR-29b-2-5p,ENST00000471182.6,+,No Seed,INT_RH_8653,1,No,No
chr14,64743719,64744382,hsa-miR-145-5p,ENST00000471182.6,+,No Seed,INT_RH_9629,1,No,No
chr14,64743795,64744457,hsa-miR-345-3p,ENST00000471182.6,+,No Seed,INT_RH_10605,1,No,No
chr14,64744180,64744841,hsa-miR-590-3p,ENST00000471182.6,+,No Seed,INT_RH_11581,1,No,No
chr14,64743797,64744459,hsa-miR-5001-3p,ENST00000471182.6,+,No Seed,INT_RH_15485,1,No,No
chr14,64743865,64744527,hsa-miR-6740-5p,ENST00000471182.6,+,No Seed,INT_RH_17437,1,No,No
chr14,64743909,64744573,hsa-miR-29b-2-5p,ENST00000484731.2,+,No Seed,INT_RH_8654,1,No,No
chr14,64743719,64744384,hsa-miR-145-5p,ENST00000484731.2,+,No Seed,INT_RH_9630,1,No,No
chr14,64743795,64744459,hsa-miR-345-3p,ENST00000484731.2,+,No Seed,INT_RH_10606,1,No,No
chr14,64744180,64744843,hsa-miR-590-3p,ENST00000484731.2,+,No Seed,INT_RH_11582,1,No,No
chr14,64743797,64744461,hsa-miR-5001-3p,ENST00000484731.2,+,No Seed,INT_RH_15486,1,No,No
chr14,64743865,64744529,hsa-miR-6740-5p,ENST00000484731.2,+,No Seed,INT_RH_17438,1,No,No
chr14,67471351,67471373,hsa-miR-29b-2-5p,ENST00000357461.6,-,No Seed,INT_RH_8655,1,No,Yes
chr14,67473383,67473406,hsa-miR-145-5p,ENST00000357461.6,-,No Seed,INT_RH_9631,1,No,Yes
chr14,67473389,67473410,hsa-miR-5196-3p,ENST00000357461.6,-,No Seed,INT_RH_16463,1,No,Yes
chr14,67471351,67471373,hsa-miR-29b-2-5p,ENST00000557006.5,-,No Seed,INT_RH_8656,1,No,Yes
chr14,67473383,67473406,hsa-miR-145-5p,ENST00000557006.5,-,No Seed,INT_RH_9632,1,No,Yes
chr14,67473389,67473410,hsa-miR-5196-3p,ENST00000557006.5,-,No Seed,INT_RH_16464,1,No,Yes
chr14,94116601,94116791,hsa-miR-29b-2-5p,ENST00000612813.4,+,No Seed,INT_RH_8658,1,No,No
chr14,94116566,94116757,hsa-miR-145-5p,ENST00000612813.4,+,No Seed,INT_RH_9634,1,No,No
chr14,94116528,94116718,hsa-miR-345-3p,ENST00000612813.4,+,No Seed,INT_RH_10610,1,No,No
chr14,94116537,94116726,hsa-miR-590-3p,ENST00000612813.4,+,No Seed,INT_RH_11586,1,No,No
chr14,94116567,94116755,hsa-miR-4326,ENST00000612813.4,+,No Seed,INT_RH_12562,1,No,No
chr14,94116532,94116717,hsa-miR-4486,ENST00000612813.4,+,No Seed,INT_RH_13538,1,No,No
chr14,94116536,94116728,hsa-miR-4793-5p,ENST00000612813.4,+,No Seed,INT_RH_14514,1,No,No
chr14,94116562,94116752,hsa-miR-5001-3p,ENST00000612813.4,+,No Seed,INT_RH_15490,1,No,No
chr14,94116567,94116756,hsa-miR-5196-3p,ENST00000612813.4,+,No Seed,INT_RH_16466,1,No,No
chr14,94116601,94116794,hsa-miR-29b-2-5p,ENST00000616764.4,+,No Seed,INT_RH_8659,1,No,No
chr14,94116566,94116760,hsa-miR-145-5p,ENST00000616764.4,+,No Seed,INT_RH_9635,1,No,No
chr14,94116528,94116721,hsa-miR-345-3p,ENST00000616764.4,+,No Seed,INT_RH_10611,1,No,No
chr14,94116537,94116729,hsa-miR-590-3p,ENST00000616764.4,+,No Seed,INT_RH_11587,1,No,No
chr14,94116567,94116758,hsa-miR-4326,ENST00000616764.4,+,No Seed,INT_RH_12563,1,No,No
chr14,94116532,94116720,hsa-miR-4486,ENST00000616764.4,+,No Seed,INT_RH_13539,1,No,No
chr14,94116536,94116731,hsa-miR-4793-5p,ENST00000616764.4,+,No Seed,INT_RH_14515,1,No,No
chr14,94116562,94116755,hsa-miR-5001-3p,ENST00000616764.4,+,No Seed,INT_RH_15491,1,No,No
chr14,94116567,94116759,hsa-miR-5196-3p,ENST00000616764.4,+,No Seed,INT_RH_16467,1,No,No
chr14,94116601,94116786,hsa-miR-29b-2-5p,ENST00000618863.1,+,No Seed,INT_RH_8660,1,No,No
chr14,94116566,94116752,hsa-miR-145-5p,ENST00000618863.1,+,No Seed,INT_RH_9636,1,No,No
chr14,94116528,94116713,hsa-miR-345-3p,ENST00000618863.1,+,No Seed,INT_RH_10612,1,No,No
chr14,94116537,94116721,hsa-miR-590-3p,ENST00000618863.1,+,No Seed,INT_RH_11588,1,No,No
chr14,94116567,94116750,hsa-miR-4326,ENST00000618863.1,+,No Seed,INT_RH_12564,1,No,No
chr14,94116532,94116712,hsa-miR-4486,ENST00000618863.1,+,No Seed,INT_RH_13540,1,No,No
chr14,94116536,94116723,hsa-miR-4793-5p,ENST00000618863.1,+,No Seed,INT_RH_14516,1,No,No
chr14,94116562,94116747,hsa-miR-5001-3p,ENST00000618863.1,+,No Seed,INT_RH_15492,1,No,No
chr14,94116567,94116751,hsa-miR-5196-3p,ENST00000618863.1,+,No Seed,INT_RH_16468,1,No,No
chr14,94116601,94116794,hsa-miR-29b-2-5p,ENST00000620066.1,+,No Seed,INT_RH_8661,1,No,No
chr14,94116566,94116760,hsa-miR-145-5p,ENST00000620066.1,+,No Seed,INT_RH_9637,1,No,No
chr14,94116528,94116721,hsa-miR-345-3p,ENST00000620066.1,+,No Seed,INT_RH_10613,1,No,No
chr14,94116537,94116729,hsa-miR-590-3p,ENST00000620066.1,+,No Seed,INT_RH_11589,1,No,No
chr14,94116567,94116758,hsa-miR-4326,ENST00000620066.1,+,No Seed,INT_RH_12565,1,No,No
chr14,94116532,94116720,hsa-miR-4486,ENST00000620066.1,+,No Seed,INT_RH_13541,1,No,No
chr14,94116536,94116731,hsa-miR-4793-5p,ENST00000620066.1,+,No Seed,INT_RH_14517,1,No,No
chr14,94116562,94116755,hsa-miR-5001-3p,ENST00000620066.1,+,No Seed,INT_RH_15493,1,No,No
chr14,94116567,94116759,hsa-miR-5196-3p,ENST00000620066.1,+,No Seed,INT_RH_16469,1,No,No
chr14,94116601,94116789,hsa-miR-29b-2-5p,ENST00000620396.4,+,No Seed,INT_RH_8662,1,No,No
chr14,94116566,94116755,hsa-miR-145-5p,ENST00000620396.4,+,No Seed,INT_RH_9638,1,No,No
chr14,94116528,94116716,hsa-miR-345-3p,ENST00000620396.4,+,No Seed,INT_RH_10614,1,No,No
chr14,94116537,94116724,hsa-miR-590-3p,ENST00000620396.4,+,No Seed,INT_RH_11590,1,No,No
chr14,94116567,94116753,hsa-miR-4326,ENST00000620396.4,+,No Seed,INT_RH_12566,1,No,No
chr14,94116532,94116715,hsa-miR-4486,ENST00000620396.4,+,No Seed,INT_RH_13542,1,No,No
chr14,94116536,94116726,hsa-miR-4793-5p,ENST00000620396.4,+,No Seed,INT_RH_14518,1,No,No
chr14,94116562,94116750,hsa-miR-5001-3p,ENST00000620396.4,+,No Seed,INT_RH_15494,1,No,No
chr14,94116567,94116754,hsa-miR-5196-3p,ENST00000620396.4,+,No Seed,INT_RH_16470,1,No,No
chr14,94116601,94116791,hsa-miR-29b-2-5p,ENST00000621160.4,+,No Seed,INT_RH_8663,1,No,No
chr14,94116566,94116757,hsa-miR-145-5p,ENST00000621160.4,+,No Seed,INT_RH_9639,1,No,No
chr14,94116528,94116718,hsa-miR-345-3p,ENST00000621160.4,+,No Seed,INT_RH_10615,1,No,No
chr14,94116537,94116726,hsa-miR-590-3p,ENST00000621160.4,+,No Seed,INT_RH_11591,1,No,No
chr14,94116567,94116755,hsa-miR-4326,ENST00000621160.4,+,No Seed,INT_RH_12567,1,No,No
chr14,94116532,94116717,hsa-miR-4486,ENST00000621160.4,+,No Seed,INT_RH_13543,1,No,No
chr14,94116536,94116728,hsa-miR-4793-5p,ENST00000621160.4,+,No Seed,INT_RH_14519,1,No,No
chr14,94116562,94116752,hsa-miR-5001-3p,ENST00000621160.4,+,No Seed,INT_RH_15495,1,No,No
chr14,94116567,94116756,hsa-miR-5196-3p,ENST00000621160.4,+,No Seed,INT_RH_16471,1,No,No
chr14,100334583,100334605,hsa-miR-29b-2-5p,ENST00000392882.6,-,No Seed,INT_RH_8664,1,No,Yes
chr14,100333857,100333880,hsa-miR-145-5p,ENST00000392882.6,-,No Seed,INT_RH_9640,1,No,Yes
chr14,100334642,100334663,hsa-miR-590-3p,ENST00000392882.6,-,No Seed,INT_RH_11592,1,No,Yes
chr14,100333964,100333984,hsa-miR-4326,ENST00000392882.6,-,No Seed,INT_RH_12568,1,No,Yes
chr14,100333987,100334009,hsa-miR-5001-3p,ENST00000392882.6,-,No Seed,INT_RH_15496,1,No,Yes
chr14,100333978,100333999,hsa-miR-5196-3p,ENST00000392882.6,-,No Seed,INT_RH_16472,1,No,Yes
chr14,100334583,100334605,hsa-miR-29b-2-5p,ENST00000358655.8,-,No Seed,INT_RH_8665,1,No,Yes
chr14,100333857,100333880,hsa-miR-145-5p,ENST00000358655.8,-,No Seed,INT_RH_9641,1,No,Yes
chr14,100334642,100334663,hsa-miR-590-3p,ENST00000358655.8,-,No Seed,INT_RH_11593,1,No,Yes
chr14,100333964,100333984,hsa-miR-4326,ENST00000358655.8,-,No Seed,INT_RH_12569,1,No,Yes
chr14,100333987,100334009,hsa-miR-5001-3p,ENST00000358655.8,-,No Seed,INT_RH_15497,1,No,Yes
chr14,100333978,100333999,hsa-miR-5196-3p,ENST00000358655.8,-,No Seed,INT_RH_16473,1,No,Yes
chr14,100334583,100334605,hsa-miR-29b-2-5p,ENST00000355338.6,-,No Seed,INT_RH_8666,1,No,Yes
chr14,100333857,100333880,hsa-miR-145-5p,ENST00000355338.6,-,No Seed,INT_RH_9642,1,No,Yes
chr14,100334642,100334663,hsa-miR-590-3p,ENST00000355338.6,-,No Seed,INT_RH_11594,1,No,Yes
chr14,100333964,100333984,hsa-miR-4326,ENST00000355338.6,-,No Seed,INT_RH_12570,1,No,Yes
chr14,100333987,100334009,hsa-miR-5001-3p,ENST00000355338.6,-,No Seed,INT_RH_15498,1,No,Yes
chr14,100333978,100333999,hsa-miR-5196-3p,ENST00000355338.6,-,No Seed,INT_RH_16474,1,No,Yes
chr14,100334583,100334605,hsa-miR-29b-2-5p,ENST00000344102.9,-,No Seed,INT_RH_8667,1,No,Yes
chr14,100333857,100333880,hsa-miR-145-5p,ENST00000344102.9,-,No Seed,INT_RH_9643,1,No,Yes
chr14,100334642,100334663,hsa-miR-590-3p,ENST00000344102.9,-,No Seed,INT_RH_11595,1,No,Yes
chr14,100333964,100333984,hsa-miR-4326,ENST00000344102.9,-,No Seed,INT_RH_12571,1,No,Yes
chr14,100333987,100334009,hsa-miR-5001-3p,ENST00000344102.9,-,No Seed,INT_RH_15499,1,No,Yes
chr14,100333978,100333999,hsa-miR-5196-3p,ENST00000344102.9,-,No Seed,INT_RH_16475,1,No,Yes
